Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-December-2018,1375.00,1382.85,1365.45,1374.30,1372.080938891137191420,2471,291,3390412.00,685,27.72,17.40,-0.70
4-December-2018,1390.00,1399.15,1375.30,1381.80,1388.916825743114262339,3667,514,5093158.00,1432,39.05,23.85,-8.20
3-December-2018,1415.95,1417.45,1384.00,1391.55,1396.573529411764705882,4012,368,5603053.00,958,23.88,33.45,-24.40
30-November-2018,1390.90,1410.00,1376.35,1405.85,1398.858809401269514496,5829,587,8153948.00,1355,23.25,33.65,14.95
29-November-2018,1410.00,1417.70,1370.15,1382.50,1389.777933261571582346,9290,852,12911037.00,3032,32.64,47.55,-27.50
28-November-2018,1360.00,1402.10,1346.05,1398.35,1382.636226304760976560,20521,1216,28373078.00,6744,32.86,56.05,38.35
27-November-2018,1349.20,1364.55,1345.30,1353.75,1356.291373565346168085,2701,278,3663343.00,886,32.80,19.25,4.55
26-November-2018,1357.90,1362.10,1336.75,1348.95,1355.551279818909977363,11486,768,15569862.00,5338,46.47,25.35,-8.95
22-November-2018,1335.65,1357.90,1335.00,1345.25,1349.000484907261486240,8249,528,11127905.00,2106,25.53,22.90,9.60
21-November-2018,1343.00,1346.95,1324.75,1344.15,1334.126830387881569887,21785,242,29063953.00,20778,95.38,22.20,1.15
20-November-2018,1346.00,1349.00,1333.00,1339.60,1341.994925373134328358,3350,324,4495683.00,1351,40.33,16.00,-6.40
19-November-2018,1331.90,1352.50,1324.75,1347.40,1338.099314450658488183,11086,910,14834169.00,4913,44.32,27.75,15.50
16-November-2018,1293.55,1326.05,1292.35,1320.55,1314.713822456424807458,9868,609,12973596.00,6221,63.04,33.70,27.00
15-November-2018,1298.05,1311.00,1286.05,1292.35,1296.455558434827675563,3859,530,5003022.00,1165,30.19,24.95,-5.70
14-November-2018,1295.20,1315.00,1279.15,1285.95,1297.592789205927892059,4521,537,5866417.00,1827,40.41,35.85,-9.25
13-November-2018,1311.60,1320.00,1291.20,1294.20,1301.772718994718630486,5491,545,7148034.00,1996,36.35,28.80,-17.40
12-November-2018,1321.15,1322.40,1302.20,1309.15,1314.282895613918144247,45006,483,59150616.00,42555,94.55,20.20,-12.00
9-November-2018,1330.00,1330.00,1305.70,1313.15,1313.854193971166448230,3052,493,4009883.00,1361,44.59,24.30,-16.85
7-November-2018,1322.95,1333.00,1315.00,1329.50,1327.608903020667726550,3774,255,5010396.00,2983,79.04,18.00,6.55
6-November-2018,1313.00,1331.25,1300.10,1305.30,1315.773765968931805913,16673,1100,21937896.00,2292,13.75,31.15,-7.70
5-November-2018,1325.00,1334.90,1302.00,1310.80,1312.819797219609072854,9567,725,12559747.00,5279,55.18,32.90,-14.20
2-November-2018,1340.00,1413.00,1311.00,1314.35,1306.127342390247189354,12585008,2382,16437623053.00,12552409,99.74,102.00,-25.65
1-November-2018,1299.10,1367.00,1283.60,1318.75,1325.702817658592119410,63244,1992,83842749.00,45421,71.82,83.40,19.65
31-October-2018,1227.40,1289.00,1219.10,1280.05,1270.042022151854975870,72319,2543,91848169.00,49865,68.95,69.90,52.65
30-October-2018,1240.00,1261.00,1191.00,1209.25,1224.797755302621984084,31541,2651,38631346.00,8395,26.62,70.00,-30.75
29-October-2018,1239.90,1252.70,1223.85,1232.95,1233.806241358878135492,15189,646,18740283.00,2841,18.70,28.85,-6.95
26-October-2018,1210.00,1257.00,1210.00,1235.20,1244.812229836584080126,9485,625,11807044.00,4827,50.89,47.00,25.20
25-October-2018,1230.05,1232.75,1205.15,1217.90,1217.704186558942343004,10892,529,13263234.00,2371,21.77,27.60,-12.15
24-October-2018,1254.30,1259.95,1228.00,1243.85,1240.865408805031446540,3180,301,3945952.00,1666,52.39,31.95,-10.45
23-October-2018,1246.55,1300.00,1224.00,1244.85,1243.758059299191374663,9275,1026,11535856.00,3145,33.91,76.00,-1.70
22-October-2018,1272.30,1282.50,1242.00,1248.30,1266.930143714753501910,10994,507,13928630.00,1471,13.38,40.50,-24.00
19-October-2018,1280.00,1297.25,1268.00,1273.30,1281.024235523747560182,6148,621,7875737.00,1818,29.57,29.25,-6.70
17-October-2018,1310.25,1310.25,1277.05,1284.00,1293.859545004945598417,8088,582,10464736.00,3367,41.63,33.20,-26.25
16-October-2018,1292.00,1309.50,1285.30,1300.05,1299.052983539094650205,5832,467,7576077.00,2095,35.92,24.20,8.05
15-October-2018,1340.00,1340.00,1287.00,1290.90,1295.215213675213675213,5850,576,7577009.00,2199,37.59,53.00,-49.10
12-October-2018,1298.95,1331.80,1298.95,1308.00,1315.252495009980039920,8016,697,10543064.00,1787,22.29,32.85,9.05
11-October-2018,1330.00,1330.00,1280.00,1291.35,1304.429410878408919692,13274,948,17314996.00,5036,37.94,50.00,-38.65
10-October-2018,1364.55,1371.65,1338.05,1343.85,1357.210182275298554368,7955,617,10796607.00,2728,34.29,33.60,-20.70
9-October-2018,1387.70,1389.05,1343.75,1352.65,1363.503776313675076329,6223,616,8485084.00,1743,28.01,45.30,-35.05
8-October-2018,1370.00,1399.00,1337.45,1377.20,1369.528702010968921389,10940,1040,14982644.00,2355,21.53,61.55,7.20
5-October-2018,1390.00,1391.60,1315.30,1368.00,1356.147381023645615085,16705,1244,22654442.00,3428,20.52,76.30,-22.00
4-October-2018,1404.00,1420.00,1380.00,1388.75,1396.044611186903137789,7330,616,10233007.00,2977,40.61,40.00,-15.25
3-October-2018,1420.00,1463.00,1403.00,1420.30,1433.389737031412357125,12511,1112,17933139.00,1852,14.80,60.00,0.30
1-October-2018,1410.75,1440.00,1372.40,1418.55,1399.812986760124610591,10272,1119,14378879.00,1416,13.79,67.60,7.80
28-September-2018,1420.00,1427.85,1358.00,1402.55,1398.441782729805013927,8975,927,12551015.00,1251,13.94,69.85,-17.45
27-September-2018,1442.10,1450.65,1389.60,1419.90,1415.259980988593155893,21040,1268,29777070.00,2200,10.46,61.05,-22.20
26-September-2018,1438.00,1469.05,1425.00,1439.60,1450.677395321114587989,13422,968,19470992.00,4449,33.15,44.05,1.60
25-September-2018,1401.00,1452.00,1346.60,1424.60,1384.226413706890212515,27198,1666,37648190.00,2641,9.71,105.40,23.60
24-September-2018,1443.90,1443.90,1351.00,1386.70,1392.018943562332966514,12722,1101,17709265.00,2015,15.84,92.90,-57.20
21-September-2018,1440.00,1459.00,1332.00,1433.95,1410.767717299851142320,15451,1460,21797772.00,2506,16.22,127.00,-6.05
19-September-2018,1459.00,1471.00,1371.45,1436.50,1432.870955693543115925,21419,1755,30690663.00,2683,12.53,99.55,-22.50
18-September-2018,1445.35,1460.00,1431.05,1441.30,1441.831463247080375543,8734,774,12592956.00,2631,30.12,28.95,-4.05
17-September-2018,1448.00,1451.60,1426.40,1444.65,1439.886564388656438865,12906,1377,18583176.00,3083,23.89,25.20,-3.35
14-September-2018,1481.90,1516.55,1417.00,1446.95,1477.603666835686264044,37471,3287,55367287.00,4585,12.24,99.55,-34.95
12-September-2018,1384.00,1476.65,1380.00,1462.35,1437.893664590854064193,91691,5040,131841908.00,29583,32.26,96.65,78.35
11-September-2018,1387.00,1397.00,1357.35,1384.85,1381.121686669661767537,15581,1276,21519257.00,5546,35.59,39.65,-2.15
10-September-2018,1356.00,1396.85,1329.80,1373.35,1371.125944502344971339,30704,1756,42099051.00,5853,19.06,67.05,17.35
7-September-2018,1310.00,1374.00,1310.00,1345.25,1343.025269343780607247,30630,2006,41136864.00,5068,16.55,64.00,35.25
6-September-2018,1277.00,1320.00,1270.00,1291.10,1286.480651187616760074,3747,349,4820443.00,875,23.35,50.00,14.10
5-September-2018,1292.85,1292.85,1228.85,1253.75,1258.160459481288701426,11143,796,14019682.00,3986,35.77,64.00,-39.10
4-September-2018,1307.00,1307.05,1252.90,1274.55,1276.346280831229364925,10298,593,13143814.00,4074,39.56,54.15,-32.45
3-September-2018,1321.05,1321.05,1300.00,1305.10,1305.988294636325131877,25971,258,33917822.00,22649,87.21,21.05,-15.95
31-August-2018,1311.35,1330.00,1305.05,1312.35,1314.895844292477643345,5703,348,7498851.00,2184,38.30,24.95,1.00
30-August-2018,1327.30,1334.00,1303.95,1312.40,1320.531026252983293556,5866,501,7746235.00,1401,23.88,30.05,-14.90
29-August-2018,1314.50,1365.65,1302.95,1322.10,1341.710809962327333612,19112,1212,25642777.00,4118,21.55,62.70,7.60
28-August-2018,1325.00,1327.20,1300.00,1309.25,1308.369299513733736364,15218,471,19910764.00,1739,11.43,27.20,-15.75
27-August-2018,1320.00,1331.45,1312.70,1322.25,1326.140668355652069007,8289,547,10992380.00,3162,38.15,18.75,2.25
24-August-2018,1330.00,1355.65,1309.95,1318.85,1333.346080191502094554,16710,1116,22280213.00,4006,23.97,45.70,-11.15
23-August-2018,1275.00,1331.90,1275.00,1325.85,1309.486254755908043513,37322,1841,48872646.00,11171,29.93,56.90,50.85
21-August-2018,1232.00,1282.00,1232.00,1272.05,1254.306204565383418663,141412,2346,177373949.00,112834,79.79,50.00,40.05
20-August-2018,1234.05,1266.65,1210.00,1223.05,1241.599095063166382940,22322,1344,27714975.00,6492,29.08,56.65,-11.00
17-August-2018,1211.55,1235.00,1194.80,1227.00,1215.842749190356243252,2779,330,3378827.00,1197,43.07,40.20,15.45
16-August-2018,1208.00,1219.90,1190.75,1198.80,1204.910133250697242020,3227,254,3888245.00,1661,51.47,29.15,-9.20
14-August-2018,1200.00,1219.30,1194.00,1207.35,1202.331911262798634812,1172,154,1409133.00,341,29.10,25.30,7.35
13-August-2018,1201.00,1233.35,1163.55,1204.90,1195.423851316468766133,5811,365,6946608.00,1647,28.34,69.80,3.90
10-August-2018,1197.45,1211.65,1197.45,1206.95,1207.857201929703652653,7255,213,8763004.00,1085,14.96,14.20,9.50
9-August-2018,1206.00,1216.10,1198.20,1204.90,1208.273770491803278688,1830,218,2211141.00,628,34.32,17.90,-1.10
8-August-2018,1211.30,1223.05,1206.00,1211.65,1213.617733627667402501,2718,240,3298613.00,953,35.06,17.05,0.35
7-August-2018,1195.75,1220.00,1188.05,1205.10,1195.846112600536193029,5595,380,6690759.00,2533,45.27,31.95,9.35
6-August-2018,1205.00,1214.00,1190.00,1193.05,1201.609566517189835575,3345,232,4019384.00,2131,63.71,24.00,-11.95
3-August-2018,1210.55,1212.15,1200.10,1205.90,1207.994075829383886255,844,112,1019547.00,235,27.84,12.05,-4.65
2-August-2018,1213.05,1230.00,1190.25,1204.05,1213.122485632183908045,2784,264,3377333.00,816,29.31,39.75,-9.00
1-August-2018,1213.30,1233.95,1210.00,1213.00,1216.261703760552570990,1303,177,1584789.00,509,39.06,23.95,-0.30
31-July-2018,1224.10,1238.00,1208.00,1221.80,1224.368608414239482200,3090,405,3783299.00,1516,49.06,30.00,-2.30
30-July-2018,1188.00,1220.00,1181.00,1207.50,1205.116758652705421158,96935,529,116817993.00,92253,95.17,39.00,19.50
27-July-2018,1183.00,1193.00,1177.10,1184.80,1184.025584472871636524,4534,380,5368372.00,1840,40.58,15.90,1.80
26-July-2018,1172.50,1184.00,1163.30,1175.15,1175.299938347718865598,3244,437,3812673.00,873,26.91,20.70,2.65
25-July-2018,1174.95,1225.90,1147.40,1173.35,1166.828969521044992743,34450,4349,40197258.00,12383,35.94,78.50,-1.60
24-July-2018,1146.70,1185.00,1144.45,1168.00,1167.852022529441884280,5859,501,6842445.00,2310,39.43,40.55,21.30
23-July-2018,1145.00,1151.90,1130.00,1143.10,1141.144969751288371050,4463,407,5092930.00,1993,44.66,21.90,-1.90
20-July-2018,1171.25,1179.00,1130.80,1139.50,1149.876082550211903445,10854,1021,12480755.00,3402,31.34,48.20,-31.75
19-July-2018,1207.00,1207.00,1151.10,1158.25,1181.087405580391552335,6487,626,7661714.00,2691,41.48,55.90,-48.75
18-July-2018,1183.95,1198.00,1183.00,1187.55,1189.970912431108389467,3266,336,3886445.00,1339,41.00,15.00,3.60
17-July-2018,1189.85,1200.55,1178.75,1183.95,1185.214905149051490514,3690,300,4373443.00,1714,46.45,21.80,-5.90
16-July-2018,1216.90,1236.50,1194.00,1198.30,1209.891856677524429967,3070,326,3714368.00,1220,39.74,42.50,-18.60
13-July-2018,1222.35,1234.00,1185.60,1221.40,1210.788865788865788865,4329,579,5241505.00,1710,39.50,48.40,-0.95
12-July-2018,1252.10,1259.95,1217.10,1229.45,1241.943634804972138876,4666,495,5794909.00,1854,39.73,42.85,-22.65
11-July-2018,1217.45,1249.85,1213.00,1245.90,1237.617333333333333333,4500,621,5569278.00,1973,43.84,36.85,28.45
10-July-2018,1210.05,1235.50,1204.50,1224.45,1224.694537587885343428,9245,997,11322301.00,3656,39.55,31.00,14.40
9-July-2018,1175.05,1230.70,1175.05,1209.85,1199.014618138424821002,3352,372,4019097.00,972,29.00,55.65,34.80
6-July-2018,1177.10,1186.60,1170.00,1173.95,1178.687973086627417998,1189,163,1401460.00,432,36.33,16.60,-3.15
5-July-2018,1175.55,1189.15,1170.00,1178.05,1177.666666666666666666,1959,251,2307049.00,721,36.80,19.15,2.50
4-July-2018,1172.20,1189.30,1171.30,1185.35,1182.283033620015637216,1279,183,1512140.00,485,37.92,18.00,13.15
3-July-2018,1183.70,1224.00,1175.00,1189.70,1185.303108808290155440,3088,294,3660216.00,1553,50.29,49.00,6.00
2-July-2018,1192.50,1192.50,1165.50,1183.75,1178.131126670910248249,1571,201,1850844.00,646,41.12,27.00,-8.75
29-June-2018,1155.75,1200.00,1155.75,1180.60,1191.305953933072577140,6903,533,8223585.00,2160,31.29,44.25,24.85
28-June-2018,1215.00,1215.00,1123.00,1146.50,1156.169403630077787381,8099,492,9363816.00,3106,38.35,92.00,-68.50
27-June-2018,1195.05,1195.10,1180.00,1189.40,1188.151252408477842003,1038,174,1233301.00,319,30.73,15.10,-5.65
26-June-2018,1182.00,1195.30,1175.75,1188.60,1187.090411672746221990,3838,341,4556053.00,1186,30.90,19.55,6.60
25-June-2018,1214.00,1214.00,1177.00,1186.95,1196.308779761904761904,2688,213,3215678.00,1329,49.44,37.00,-27.05
22-June-2018,1194.00,1218.90,1177.65,1213.30,1201.855843718423711687,2969,258,3568310.00,1282,43.18,41.25,19.30
21-June-2018,1202.35,1235.40,1202.00,1206.20,1214.601097509497678345,2369,165,2877390.00,878,37.06,33.40,3.85
20-June-2018,1225.00,1232.00,1195.05,1203.30,1209.966937669376693766,3690,251,4464778.00,1953,52.93,36.95,-21.70
19-June-2018,1214.00,1224.00,1195.00,1211.10,1204.052238805970149253,1876,188,2258802.00,677,36.09,29.00,-2.90
18-June-2018,1220.00,1230.00,1212.00,1214.80,1221.684888282449258059,11726,283,14325477.00,855,7.29,18.00,-5.20
15-June-2018,1245.00,1267.00,1213.00,1218.15,1235.822364589400116482,3434,345,4243814.00,1836,53.47,54.00,-26.85
14-June-2018,1256.50,1267.40,1253.55,1259.00,1258.188723570869224745,1277,159,1606707.00,589,46.12,13.85,2.50
13-June-2018,1296.00,1313.10,1246.15,1260.70,1287.521220359462316870,6621,637,8524678.00,1835,27.71,66.95,-35.30
12-June-2018,1250.00,1292.15,1246.35,1288.60,1277.721912350597609561,3765,470,4810623.00,1329,35.30,45.80,38.60
11-June-2018,1253.00,1277.95,1230.00,1247.00,1254.994808306709265175,2504,301,3142507.00,613,24.48,47.95,-6.00
8-June-2018,1240.00,1281.30,1227.20,1239.25,1255.702351850290820197,11863,704,14896397.00,2289,19.30,54.10,-0.75
7-June-2018,1208.00,1279.00,1198.25,1258.05,1251.052451333813987022,5548,461,6940839.00,2766,49.86,80.75,50.05
6-June-2018,1156.40,1198.00,1152.55,1194.55,1177.816723940435280641,2619,278,3084702.00,736,28.10,45.45,38.15
5-June-2018,1174.00,1176.00,1151.25,1158.70,1163.844690674053554939,5415,585,6302219.00,2734,50.49,24.75,-15.30
4-June-2018,1201.00,1208.15,1172.10,1190.50,1179.355057790316709137,87904,565,103670027.00,2465,2.80,36.05,-10.50
1-June-2018,1234.95,1240.05,1191.00,1199.10,1208.374601333719918817,3449,373,4167684.00,1765,51.17,49.05,-35.85
31-May-2018,1258.00,1258.00,1221.85,1227.65,1229.641365187713310580,7325,269,9007123.00,398,5.43,36.15,-30.35
30-May-2018,1214.00,1252.50,1212.60,1241.30,1240.267815556590591523,6441,659,7988565.00,2644,41.05,39.90,27.30
29-May-2018,1211.60,1230.50,1191.65,1226.00,1219.756190280489057844,9733,393,11871887.00,1026,10.54,38.85,14.40
28-May-2018,1170.00,1209.40,1164.35,1203.00,1195.789786812097174020,4034,519,4823816.00,1992,49.38,45.05,33.00
25-May-2018,1172.95,1173.00,1158.80,1165.95,1164.542621776504297994,2792,509,3251403.00,1188,42.55,14.20,-7.00
24-May-2018,1195.00,1206.40,1156.60,1167.30,1177.190007163323782234,5584,821,6573429.00,2898,51.90,49.80,-27.70
23-May-2018,1210.10,1219.50,1189.05,1196.00,1198.135562854583457748,3349,398,4012556.00,1823,54.43,30.45,-14.10
22-May-2018,1205.00,1205.60,1185.05,1202.65,1198.251470079557246627,2891,305,3464145.00,1168,40.40,20.55,-2.35
21-May-2018,1216.10,1239.10,1200.00,1202.65,1207.235908803039898670,3158,425,3812451.00,1249,39.55,39.10,-13.45
18-May-2018,1230.05,1230.15,1214.00,1216.15,1221.180442095146564151,4162,290,5082553.00,1149,27.61,16.15,-13.90
17-May-2018,1237.95,1241.75,1222.90,1229.00,1230.272474835126692120,2881,429,3544415.00,650,22.56,18.85,-8.95
16-May-2018,1240.15,1242.85,1227.20,1233.15,1233.874662344678552133,1851,380,2283902.00,674,36.41,15.65,-7.00
15-May-2018,1246.20,1261.45,1231.65,1241.40,1247.123356535189481825,2586,356,3225061.00,1029,39.79,29.80,-4.80
14-May-2018,1248.10,1262.50,1218.35,1247.15,1237.615551694178974804,11510,1024,14244955.00,3866,33.59,44.15,-0.95
11-May-2018,1271.05,1271.05,1242.05,1249.60,1255.615253712871287128,6464,697,8116297.00,3118,48.24,29.00,-21.45
10-May-2018,1266.00,1281.25,1262.30,1265.40,1269.408041060735671514,3507,391,4451814.00,1283,36.58,18.95,-0.60
9-May-2018,1270.00,1293.00,1254.55,1269.65,1272.614801896561120497,18349,894,23351209.00,1666,9.08,38.45,-0.35
8-May-2018,1294.95,1310.30,1270.00,1282.05,1291.833255651363318573,8582,661,11086513.00,1699,19.80,40.30,-12.90
7-May-2018,1320.00,1320.00,1271.25,1282.70,1291.229155008393956351,7148,640,9229706.00,2874,40.21,48.75,-37.30
4-May-2018,1312.00,1327.05,1285.25,1290.00,1300.420937682003494467,6868,502,8931291.00,2021,29.43,41.80,-22.00
3-May-2018,1346.95,1346.95,1300.00,1310.40,1317.926457045125641362,7601,697,10017559.00,2960,38.94,46.95,-36.55
2-May-2018,1355.00,1374.90,1337.05,1346.95,1349.305416607117336001,6997,737,9441090.00,3000,42.88,37.85,-8.05
30-April-2018,1344.00,1366.80,1343.05,1355.00,1352.636820465966194609,2189,272,2960922.00,523,23.89,23.75,11.00
27-April-2018,1349.00,1375.70,1335.45,1341.95,1354.444332998996990972,3988,430,5401524.00,1257,31.52,40.25,-7.05
26-April-2018,1355.00,1380.00,1329.05,1348.15,1361.954845863827899756,22545,1073,30705272.00,13999,62.09,50.95,-6.85
25-April-2018,1344.85,1378.00,1315.70,1345.10,1364.859574763757643135,86352,1735,117858354.00,71501,82.80,62.30,0.25
24-April-2018,1332.00,1370.00,1332.00,1359.60,1351.408859091169560483,17451,1279,23583436.00,6574,37.67,38.00,27.60
23-April-2018,1284.95,1349.95,1267.00,1332.65,1330.319199664916067918,31037,3133,41289117.00,9502,30.62,82.95,47.70
20-April-2018,1252.00,1299.00,1248.35,1281.35,1257.270076844431252267,30321,911,38121686.00,26999,89.04,50.65,29.35
19-April-2018,1259.75,1270.00,1245.00,1249.00,1256.245209229565897536,5114,538,6424438.00,2249,43.98,25.00,-10.75
18-April-2018,1268.45,1274.40,1255.00,1256.65,1261.619669611986169804,2603,322,3283996.00,1407,54.05,19.40,-11.80
17-April-2018,1265.00,1276.65,1257.00,1262.80,1266.973887240356083086,3370,358,4269702.00,1608,47.72,19.65,-2.20
16-April-2018,1271.70,1276.60,1251.05,1258.90,1262.705824607329842931,6112,908,7717658.00,3149,51.52,25.55,-12.80
13-April-2018,1272.10,1290.00,1266.05,1273.60,1279.691754122938530734,3335,269,4267772.00,1908,57.21,23.95,1.50
12-April-2018,1275.00,1285.00,1265.00,1269.95,1276.729088841968491148,6157,408,7860821.00,3041,49.39,20.00,-5.05
11-April-2018,1294.10,1298.30,1271.00,1275.10,1283.860272257862619308,6391,433,8205151.00,3743,58.57,27.30,-19.00
10-April-2018,1315.00,1315.00,1285.05,1288.45,1292.582179713063176440,3973,405,5135429.00,2513,63.25,29.95,-26.55
9-April-2018,1295.40,1300.00,1285.00,1288.50,1294.350511557408109132,5278,303,6831582.00,3666,69.46,15.00,-6.90
6-April-2018,1279.90,1298.95,1279.90,1295.30,1293.689497716894977168,4599,354,5949678.00,2143,46.60,19.05,15.40
5-April-2018,1281.40,1300.00,1269.55,1275.20,1286.916512104646622413,204880,430,263663455.00,203279,99.22,30.45,-6.20
4-April-2018,1288.70,1300.50,1270.00,1272.80,1283.902565668906536346,3274,387,4203497.00,1817,55.50,30.50,-15.90
3-April-2018,1300.00,1300.00,1280.00,1282.85,1289.558961038961038961,3850,496,4964802.00,2182,56.68,20.00,-17.15
2-April-2018,1302.00,1315.15,1288.00,1292.65,1296.314367281901473907,30124,402,39050174.00,28390,94.24,27.15,-9.35
28-March-2018,1282.55,1298.40,1275.30,1286.60,1285.503087690407575133,2429,344,3122487.00,985,40.55,23.10,4.05
27-March-2018,1290.05,1312.00,1274.00,1279.20,1279.012819404522631165,277626,661,355087213.00,3115,1.12,38.00,-10.85
26-March-2018,1283.40,1301.80,1275.00,1285.40,1287.433212372559184378,5787,438,7450376.00,2794,48.28,26.80,2.00
23-March-2018,1289.95,1289.95,1267.15,1280.40,1277.307331166486096063,5538,523,7073728.00,2467,44.55,22.80,-9.55
22-March-2018,1302.45,1314.75,1282.45,1292.15,1299.138675340035481963,3382,363,4393687.00,1211,35.81,32.30,-10.30
21-March-2018,1306.20,1314.00,1298.70,1301.50,1304.141466445733222866,4828,368,6296395.00,2334,48.34,15.30,-4.70
20-March-2018,1315.65,1325.50,1299.90,1308.80,1311.147857540345019476,17970,6769,23561327.00,9513,52.94,25.60,-6.85
19-March-2018,1340.70,1346.15,1304.00,1315.65,1318.237990304098721903,13614,1621,17946492.00,9189,67.50,42.15,-25.05
16-March-2018,1376.35,1383.70,1332.00,1340.50,1354.998168833546969419,5461,625,7399645.00,2440,44.68,51.70,-35.85
15-March-2018,1382.00,1400.00,1371.00,1374.40,1384.417775665399239543,4208,338,5825630.00,2286,54.33,29.00,-7.60
14-March-2018,1413.95,1416.30,1385.95,1390.35,1393.473813320250214644,8153,260,11360992.00,6243,76.57,30.35,-23.60
13-March-2018,1431.40,1435.45,1387.65,1406.05,1417.150956284153005464,4392,323,6224127.00,1340,30.51,47.80,-25.35
12-March-2018,1444.60,1448.90,1425.70,1431.10,1433.386634844868735083,2095,237,3002945.00,879,41.96,23.20,-13.50
9-March-2018,1430.10,1450.00,1430.10,1435.10,1435.822671063478977741,12130,485,17416529.00,1244,10.26,19.90,5.00
8-March-2018,1445.10,1452.80,1420.00,1428.95,1434.612939416604338070,2674,281,3836155.00,927,34.67,32.80,-16.15
7-March-2018,1474.80,1474.80,1423.00,1431.05,1443.322056335956460984,13597,691,19624850.00,3197,23.51,51.80,-43.75
6-March-2018,1505.45,1508.25,1452.05,1475.70,1477.964320678777330577,9193,935,13586926.00,1667,18.13,56.20,-29.75
5-March-2018,1527.65,1527.65,1480.05,1488.90,1497.586820236186032949,6859,490,10271948.00,3173,46.26,47.60,-38.75
1-March-2018,1529.95,1560.55,1512.55,1527.85,1530.943255250403877221,4952,429,7581231.00,1548,31.26,48.00,-2.10
28-February-2018,1530.00,1550.20,1507.45,1534.55,1535.285714285714285714,6650,537,10209650.00,2250,33.83,42.75,4.55
27-February-2018,1516.00,1540.00,1516.00,1530.35,1530.866885111611714110,4883,515,7475223.00,1810,37.07,24.00,14.35
26-February-2018,1534.75,1538.00,1512.70,1515.15,1523.167726773443686617,39147,392,59627447.00,34979,89.35,25.30,-19.60
23-February-2018,1523.50,1532.25,1511.40,1521.95,1522.788075178224238496,3086,363,4699324.00,1169,37.88,20.85,-1.55
22-February-2018,1510.05,1522.00,1492.60,1510.85,1508.426846006038978863,3643,390,5495199.00,805,22.10,29.40,0.80
21-February-2018,1517.10,1550.00,1509.05,1513.15,1519.338585316795172644,2983,312,4532187.00,613,20.55,40.95,-3.95
20-February-2018,1486.15,1530.95,1474.80,1513.20,1512.164156004952538175,9692,929,14655895.00,1597,16.48,56.15,27.05
19-February-2018,1518.50,1518.50,1469.45,1478.55,1483.942826943403478427,10407,828,15443393.00,4030,38.72,49.05,-39.95
16-February-2018,1556.00,1570.00,1495.00,1507.45,1528.731905126243305279,13070,1368,19980526.00,4125,31.56,75.00,-48.55
15-February-2018,1580.80,1586.00,1551.00,1554.40,1574.866597108361901922,6709,559,10565780.00,1479,22.05,35.00,-26.40
14-February-2018,1620.00,1629.00,1560.00,1571.65,1592.757916872835230084,8084,707,12875855.00,2192,27.12,69.00,-48.35
